Date,Symbol,Buy_Price,Buy_Level
2020-10-06 00:00:00-04:00,XLG,25.172971111762653,1.0000000000000009%
2020-10-13 00:00:00-04:00,XLG,26.291918348418285,1.0000000000000009%
2020-10-14 00:00:00-04:00,XLG,26.09541123564396,1.0000000000000009%
2020-10-19 00:00:00-04:00,XLG,25.83975979771458,1.0000000000000009%
2020-10-19 00:00:00-04:00,XLG,25.578752122990192,2.0000000000000018%
2020-10-26 00:00:00-04:00,XLG,25.237835681844203,1.0000000000000009%
2020-10-28 00:00:00-04:00,XLG,24.686473946549302,1.0000000000000009%
2020-10-28 00:00:00-04:00,XLG,24.437115623856883,2.0000000000000018%
2020-10-30 00:00:00-04:00,XLG,24.34782919812231,1.0000000000000009%
2020-10-30 00:00:00-04:00,XLG,24.101891529454406,2.0000000000000018%
2020-11-02 00:00:00-05:00,XLG,24.306813077057463,1.0000000000000009%
2020-11-06 00:00:00-05:00,XLG,25.885546517411953,1.0000000000000009%
2020-11-09 00:00:00-05:00,XLG,26.590493687330873,1.0000000000000009%
2020-11-09 00:00:00-05:00,XLG,26.3219028420043,2.0000000000000018%
2020-11-10 00:00:00-05:00,XLG,25.801601248128772,1.0000000000000009%
2020-11-12 00:00:00-05:00,XLG,26.03912810289241,1.0000000000000009%
2020-11-18 00:00:00-05:00,XLG,26.18793896622656,1.0000000000000009%
2020-11-23 00:00:00-05:00,XLG,25.892228193226895,1.0000000000000009%
2020-11-30 00:00:00-05:00,XLG,26.312901411837164,1.0000000000000009%
2020-12-09 00:00:00-05:00,XLG,26.869995197982757,1.0000000000000009%
2020-12-18 00:00:00-05:00,XLG,27.08271732865438,1.0000000000000009%
2020-12-21 00:00:00-05:00,XLG,26.7407686459634,1.0000000000000009%
2021-01-04 00:00:00-05:00,XLG,27.361957053526716,1.0000000000000009%
2021-01-04 00:00:00-05:00,XLG,27.085573648945637,2.0000000000000018%
2021-01-12 00:00:00-05:00,XLG,27.289213374577443,1.0000000000000009%
2021-01-14 00:00:00-05:00,XLG,27.40215681552435,1.0000000000000009%
2021-01-25 00:00:00-05:00,XLG,28.058760631881224,1.0000000000000009%
2021-01-27 00:00:00-05:00,XLG,27.979319440550867,1.0000000000000009%
2021-01-27 00:00:00-05:00,XLG,27.696700052262475,2.0000000000000018%
2021-01-29 00:00:00-05:00,XLG,27.48830115574699,1.0000000000000009%
2021-02-10 00:00:00-05:00,XLG,28.603377388707607,1.0000000000000009%
2021-02-19 00:00:00-05:00,XLG,28.593807907338526,1.0000000000000009%
